"subject" "typemeasure" "mean(measure)"
9 "fbodyaccjerk-std()-x" -0.572819893733993
9 "fbodyaccjerk-std()-y" -0.679065855003472
9 "fbodyaccjerk-std()-z" -0.739139922708333
9 "fbodyaccmag-mean()" -0.553186448295139
9 "fbodyaccmag-std()" -0.624456827182986
9 "fbodybodyaccjerkmag-mean()" -0.609193721940625
9 "fbodybodyaccjerkmag-std()" -0.611619343190972
9 "fbodybodygyrojerkmag-mean()" -0.786473954201389
9 "fbodybodygyrojerkmag-std()" -0.801296292638889
9 "fbodybodygyromag-mean()" -0.700863097986111
9 "fbodybodygyromag-std()" -0.697729432621528
9 "fbodygyro-mean()-x" -0.639863219559028
9 "fbodygyro-mean()-y" -0.683924287600694
9 "fbodygyro-mean()-z" -0.612680463163889
9 "fbodygyro-std()-x" -0.690689895534722
9 "fbodygyro-std()-y" -0.667203220760417
9 "fbodygyro-std()-z" -0.619468634127778
9 "tbodyacc-mean()-x" 0.270313841621528
9 "tbodyacc-mean()-y" -0.0209466555412396
9 "tbodyacc-mean()-z" -0.101233826213889
9 "tbodyacc-std()-x" -0.555656544538194
9 "tbodyacc-std()-y" -0.5758878952125
9 "tbodyacc-std()-z" -0.506111776081806
9 "tbodyaccjerk-mean()-x" 0.0840171430291667
9 "tbodyaccjerk-mean()-y" 0.00678485848399306
9 "tbodyaccjerk-mean()-z" -0.00102998088194444
9 "tbodyaccjerk-std()-x" -0.578305161360069
9 "tbodyaccjerk-std()-y" -0.678923872274306
9 "tbodyaccjerk-std()-z" -0.721610094569444
9 "tbodyaccjerkmag-mean()" -0.621608245092361
9 "tbodyaccjerkmag-std()" -0.608862145384722
9 "tbodyaccmag-mean()" -0.505183470509188
9 "tbodyaccmag-std()" -0.553038255314792
9 "tbodygyro-mean()-x" -0.0701318154561458
9 "tbodygyro-mean()-y" -0.0729884312991667
9 "tbodygyro-mean()-z" 0.109092913237986
9 "tbodygyro-std()-x" -0.676452392569444
9 "tbodygyro-std()-y" -0.670498220701389
9 "tbodygyro-std()-z" -0.587557692291458
9 "tbodygyrojerk-mean()-x" -0.0892254930640278
9 "tbodygyrojerk-mean()-y" -0.0397344421815972
9 "tbodygyrojerk-mean()-z" -0.053402884281875
9 "tbodygyrojerk-std()-x" -0.7617108665625
9 "tbodygyrojerk-std()-y" -0.773273878854167
9 "tbodygyrojerk-std()-z" -0.744656038298611
9 "tbodygyrojerkmag-mean()" -0.7629795809375
9 "tbodygyrojerkmag-std()" -0.786176892048611
9 "tbodygyromag-mean()" -0.550201866572569
9 "tbodygyromag-std()" -0.663198385034722
9 "tgravityacc-mean()-x" 0.670845545555556
9 "tgravityacc-mean()-y" -0.0467446999509028
9 "tgravityacc-mean()-z" 0.104353653032743
9 "tgravityacc-std()-x" -0.958784666180556
9 "tgravityacc-std()-y" -0.949938115208333
9 "tgravityacc-std()-z" -0.920554317815972
9 "tgravityaccmag-mean()" -0.505183470509188
9 "tgravityaccmag-std()" -0.553038255314792
10 "fbodyacc-mean()-x" -0.532289464513605
10 "fbodyacc-mean()-y" -0.494651474235034
10 "fbodyacc-mean()-z" -0.655062273211565
10 "fbodyacc-std()-x" -0.541170169070068
10 "fbodyacc-std()-y" -0.532135172812313
10 "fbodyacc-std()-z" -0.625871772082993
10 "fbodyaccjerk-mean()-x" -0.547243039827891
10 "fbodyaccjerk-mean()-y" -0.555104553563503
10 "fbodyaccjerk-mean()-z" -0.721689700769728
10 "fbodyaccjerk-std()-x" -0.553403478735408
10 "fbodyaccjerk-std()-y" -0.556271725483333
10 "fbodyaccjerk-std()-z" -0.77916817122449
10 "fbodyaccmag-mean()" -0.518734046961905
10 "fbodyaccmag-std()" -0.633196110969728
10 "fbodybodyaccjerkmag-mean()" -0.515140810846939
10 "fbodybodyaccjerkmag-std()" -0.553027359614864
10 "fbodybodygyrojerkmag-mean()" -0.767780095068027
10 "fbodybodygyrojerkmag-std()" -0.787144257176871
10 "fbodybodygyromag-mean()" -0.661496552826531
10 "fbodybodygyromag-std()" -0.666014612598639
10 "fbodygyro-mean()-x" -0.620379208870442
10 "fbodygyro-mean()-y" -0.64835059542517
10 "fbodygyro-mean()-z" -0.567456661721769
10 "fbodygyro-std()-x" -0.692654261914966
10 "fbodygyro-std()-y" -0.565943677806122
10 "fbodygyro-std()-z" -0.645947720476871
10 "tbodyacc-mean()-x" 0.27684847392517
10 "tbodyacc-mean()-y" -0.017835790552415
10 "tbodyacc-mean()-z" -0.111301532185714
10 "tbodyacc-std()-x" -0.537807711163265
10 "tbodyacc-std()-y" -0.497405885644898
10 "tbodyacc-std()-z" -0.614776952226361
10 "tbodyaccjerk-mean()-x" 0.0798108613061224
10 "tbodyaccjerk-mean()-y" 0.0129143257457823
10 "tbodyaccjerk-mean()-z" -0.0113556967940476
10 "tbodyaccjerk-std()-x" -0.52938321427551
10 "tbodyaccjerk-std()-y" -0.540236619204728
10 "tbodyaccjerk-std()-z" -0.750729260772109
10 "tbodyaccjerkmag-mean()" -0.57776193128833
10 "tbodyaccjerkmag-std()" -0.529340480130272
10 "tbodyaccmag-mean()" -0.502500207000204
10 "tbodyaccmag-std()" -0.545348810631551
10 "tbodygyro-mean()-x" -0.0185023695936054
10 "tbodygyro-mean()-y" -0.0846403674590918
10 "tbodygyro-mean()-z" 0.0910265011879252
10 "tbodygyro-std()-x" -0.67390558227449
10 "tbodygyro-std()-y" -0.591333155194558
10 "tbodygyro-std()-z" -0.598142328621088
10 "tbodygyrojerk-mean()-x" -0.108150829882313
10 "tbodygyrojerk-mean()-y" -0.0424219983671769
10 "tbodygyrojerk-mean()-z" -0.0555521277515646
10 "tbodygyrojerk-std()-x" -0.703243499727891
10 "tbodygyrojerk-std()-y" -0.768641779047619
10 "tbodygyrojerk-std()-z" -0.686800252738095
10 "tbodygyrojerkmag-mean()" -0.734465805340136
10 "tbodygyrojerkmag-std()" -0.768821828979592
10 "tbodygyromag-mean()" -0.521819802352381
10 "tbodygyromag-std()" -0.624408369413333
10 "tgravityacc-mean()-x" 0.642905730306122
10 "tgravityacc-mean()-y" -0.0740248544557823
10 "tgravityacc-mean()-z" 0.0552047227876769
10 "tgravityacc-std()-x" -0.965808126428571
10 "tgravityacc-std()-y" -0.95452407255102
10 "tgravityacc-std()-z" -0.938706428064626
10 "tgravityaccmag-mean()" -0.502500207000204
10 "tgravityaccmag-std()" -0.545348810631551
11 "fbodyacc-mean()-x" -0.619524028324684
11 "fbodyacc-mean()-y" -0.531455265662532
11 "fbodyacc-mean()-z" -0.750026145791139
11 "fbodyacc-std()-x" -0.579491754749367
11 "fbodyacc-std()-y" -0.502570240243354
11 "fbodyacc-std()-z" -0.652095671108544
11 "fbodyaccjerk-mean()-x" -0.676672987166456
11 "fbodyaccjerk-mean()-y" -0.632374688606013
11 "fbodyaccjerk-mean()-z" -0.825559590221519
11 "fbodyaccjerk-std()-x" -0.672195644346519
11 "fbodyaccjerk-std()-y" -0.609444998247785
11 "fbodyaccjerk-std()-z" -0.858259630601266
11 "fbodyaccmag-mean()" -0.611528074359177
11 "fbodyaccmag-std()" -0.674470159009494
11 "fbodybodyaccjerkmag-mean()" -0.656133473274684
11 "fbodybodyaccjerkmag-std()" -0.676925075857595
11 "fbodybodygyrojerkmag-mean()" -0.864827011392405
11 "fbodybodygyrojerkmag-std()" -0.879254016740506
11 "fbodybodygyromag-mean()" -0.757585939588608
11 "fbodybodygyromag-std()" -0.711267219682278
11 "fbodygyro-mean()-x" -0.709949332117089
11 "fbodygyro-mean()-y" -0.776852868955696
11 "fbodygyro-mean()-z" -0.708842979272152
11 "fbodygyro-std()-x" -0.751758277167721
11 "fbodygyro-std()-y" -0.670892713066772
11 "fbodygyro-std()-z" -0.75596062835443
11 "tbodyacc-mean()-x" 0.27658531139557
11 "tbodyacc-mean()-y" -0.0191272531933228
11 "tbodyacc-mean()-z" -0.108941761642405
11 "tbodyacc-std()-x" -0.58947649779557
11 "tbodyacc-std()-y" -0.490379346996835
11 "tbodyacc-std()-z" -0.665324314227848
11 "tbodyaccjerk-mean()-x" 0.0830134540658228
11 "tbodyaccjerk-mean()-y" 0.0078044254343038
11 "tbodyaccjerk-mean()-z" -0.00657424975259494
11 "tbodyaccjerk-std()-x" -0.659323083055063
11 "tbodyaccjerk-std()-y" -0.608784226719937
11 "tbodyaccjerk-std()-z" -0.842511816044304
11 "tbodyaccjerkmag-mean()" -0.679819504547468
11 "tbodyaccjerkmag-std()" -0.664241760370253
11 "tbodyaccmag-mean()" -0.542825032813608
11 "tbodyaccmag-std()" -0.612882270912658
11 "tbodygyro-mean()-x" -0.0547328440272468
11 "tbodygyro-mean()-y" -0.0582275770813291
11 "tbodygyro-mean()-z" 0.087284109682356
11 "tbodygyro-std()-x" -0.739922126628797
11 "tbodygyro-std()-y" -0.703501766487342
11 "tbodygyro-std()-z" -0.725016008797468
11 "tbodygyrojerk-mean()-x" -0.0805473309873418
11 "tbodygyrojerk-mean()-y" -0.0493914065474684
11 "tbodygyrojerk-mean()-z" -0.0480140167267405
11 "tbodygyrojerk-std()-x" -0.781738140601266
11 "tbodygyrojerk-std()-y" -0.868377254082279
11 "tbodygyrojerk-std()-z" -0.795490882468354
11 "tbodygyrojerkmag-mean()" -0.826829028481013
11 "tbodygyrojerkmag-std()" -0.866905012626582
11 "tbodygyromag-mean()" -0.628367851066456
11 "tbodygyromag-std()" -0.696771378957911
11 "tgravityacc-mean()-x" 0.730526184936709
11 "tgravityacc-mean()-y" 0.0527387028613924
11 "tgravityacc-mean()-z" 0.140209861246835
11 "tgravityacc-std()-x" -0.975394457689873
11 "tgravityacc-std()-y" -0.957138770727848
11 "tgravityacc-std()-z" -0.956812000411392
11 "tgravityaccmag-mean()" -0.542825032813608
11 "tgravityaccmag-std()" -0.612882270912658
12 "fbodyacc-mean()-x" -0.578920210879375
12 "fbodyacc-mean()-y" -0.523287078731563
12 "fbodyacc-mean()-z" -0.7266403145
12 "fbodyacc-std()-x" -0.586922577889687
12 "fbodyacc-std()-y" -0.553076639139062
12 "fbodyacc-std()-z" -0.709983235125
12 "fbodyaccjerk-mean()-x" -0.599109317756219
12 "fbodyaccjerk-mean()-y" -0.591296422972219
12 "fbodyaccjerk-mean()-z" -0.7754265825625
12 "fbodyaccjerk-std()-x" -0.602960063359688
12 "fbodyaccjerk-std()-y" -0.579168053712969
12 "fbodyaccjerk-std()-z" -0.80858300040625
12 "fbodyaccmag-mean()" -0.55928367746625
12 "fbodyaccmag-std()" -0.65053328158
12 "fbodybodyaccjerkmag-mean()" -0.564239194378438
12 "fbodybodyaccjerkmag-std()" -0.571614888155312
12 "fbodybodygyrojerkmag-mean()" -0.78990285099375
12 "fbodybodygyrojerkmag-std()" -0.7973614576875
12 "fbodybodygyromag-mean()" -0.717311676745625
12 "fbodybodygyromag-std()" -0.719438065809375
12 "fbodygyro-mean()-x" -0.661246826087188
12 "fbodygyro-mean()-y" -0.74479814778125
12 "fbodygyro-mean()-z" -0.657369914584375
12 "fbodygyro-std()-x" -0.750393858303125
12 "fbodygyro-std()-y" -0.7334567315
12 "fbodygyro-std()-z" -0.70823315425
12 "tbodyacc-mean()-x" 0.27360872421875
12 "tbodyacc-mean()-y" -0.018337204411489
12 "tbodyacc-mean()-z" -0.106649116775
12 "tbodyacc-std()-x" -0.583962207065
12 "tbodyacc-std()-y" -0.522040023435
12 "tbodyacc-std()-z" -0.699293531365625
12 "tbodyaccjerk-mean()-x" 0.070430311315625
12 "tbodyaccjerk-mean()-y" 0.0053115377979375
12 "tbodyaccjerk-mean()-z" 0.0003081123684
12 "tbodyaccjerk-std()-x" -0.582418267596875
12 "tbodyaccjerk-std()-y" -0.571359817082031
12 "tbodyaccjerk-std()-z" -0.79262193625
12 "tbodyaccjerkmag-mean()" -0.6300504918575
12 "tbodyaccjerkmag-std()" -0.566365683597188
12 "tbodyaccmag-mean()" -0.559586545675313
12 "tbodyaccmag-std()" -0.5743864944925
12 "tbodygyro-mean()-x" -0.0628663472537188
12 "tbodygyro-mean()-y" -0.0592027333975
12 "tbodygyro-mean()-z" 0.0960742146838125
12 "tbodygyro-std()-x" -0.727881704983125
12 "tbodygyro-std()-y" -0.73506282621875
12 "tbodygyro-std()-z" -0.671057678528125
12 "tbodygyrojerk-mean()-x" -0.0731134377315625
12 "tbodygyrojerk-mean()-y" -0.043678823491875
12 "tbodygyrojerk-mean()-z" -0.0574585039485312
12 "tbodygyrojerk-std()-x" -0.709726149496875
12 "tbodygyrojerk-std()-y" -0.8112325993125
12 "tbodygyrojerk-std()-z" -0.749351860259375
12 "tbodygyrojerkmag-mean()" -0.77729447821875
12 "tbodygyrojerkmag-std()" -0.7863865328125
12 "tbodygyromag-mean()" -0.63166805889875
12 "tbodygyromag-std()" -0.68485805678325
12 "tgravityacc-mean()-x" 0.69922245131875
12 "tgravityacc-mean()-y" 0.029976775735
12 "tgravityacc-mean()-z" 0.0330295544910625
12 "tgravityacc-std()-x" -0.96738343446875
12 "tgravityacc-std()-y" -0.9605729084375
12 "tgravityacc-std()-z" -0.9468085636875
12 "tgravityaccmag-mean()" -0.559586545675313
12 "tgravityaccmag-std()" -0.5743864944925
13 "fbodyacc-mean()-x" -0.638817912651682
13 "fbodyacc-mean()-y" -0.493467193137125
13 "fbodyacc-mean()-z" -0.629736258731804
13 "fbodyacc-std()-x" -0.620602036452599
13 "fbodyacc-std()-y" -0.462584458627829
13 "fbodyacc-std()-z" -0.599036895271407
13 "fbodyaccjerk-mean()-x" -0.66008217407156
13 "fbodyaccjerk-mean()-y" -0.603340489937615
13 "fbodyaccjerk-mean()-z" -0.710831730361468
13 "fbodyaccjerk-std()-x" -0.649606227431844
13 "fbodyaccjerk-std()-y" -0.562129866937645
13 "fbodyaccjerk-std()-z" -0.744823539571865
13 "fbodyaccmag-mean()" -0.589928108599083
13 "fbodyaccmag-std()" -0.665344858593272
13 "fbodybodyaccjerkmag-mean()" -0.607295296423853
13 "fbodybodyaccjerkmag-std()" -0.617075473106453
13 "fbodybodygyrojerkmag-mean()" -0.712054366504281
13 "fbodybodygyrojerkmag-std()" -0.733183567759939
13 "fbodybodygyromag-mean()" -0.652225306544343
13 "fbodybodygyromag-std()" -0.691915161336391
13 "fbodygyro-mean()-x" -0.65864242140581
13 "fbodygyro-mean()-y" -0.647152817899388
13 "fbodygyro-mean()-z" -0.620471226529052
13 "fbodygyro-std()-x" -0.734657989051988
13 "fbodygyro-std()-y" -0.650623558847401
13 "fbodygyro-std()-z" -0.685774481529052
13 "tbodyacc-mean()-x" 0.275895876198777
13 "tbodyacc-mean()-y" -0.0176504796070948
13 "tbodyacc-mean()-z" -0.109135285550765
13 "tbodyacc-std()-x" -0.624844460199083
13 "tbodyacc-std()-y" -0.448816097853364
13 "tbodyacc-std()-z" -0.587230562129052
13 "tbodyaccjerk-mean()-x" 0.0794393034550306
13 "tbodyaccjerk-mean()-y" 0.00387961953328135
13 "tbodyaccjerk-mean()-z" -0.0123485923641621
13 "tbodyaccjerk-std()-x" -0.638889532599083
13 "tbodyaccjerk-std()-y" -0.569700547488012
13 "tbodyaccjerk-std()-z" -0.728452966311927
13 "tbodyaccjerkmag-mean()" -0.625466938809174
13 "tbodyaccjerkmag-std()" -0.610248540269939
13 "tbodyaccmag-mean()" -0.539871637249541
13 "tbodyaccmag-std()" -0.597230982062691
13 "tbodygyro-mean()-x" -0.0562470618980061
13 "tbodygyro-mean()-y" -0.0616613787494801
13 "tbodygyro-mean()-z" 0.098866059686422
13 "tbodygyro-std()-x" -0.715109859672783
13 "tbodygyro-std()-y" -0.645728612088685
13 "tbodygyro-std()-z" -0.643337285033639
13 "tbodygyrojerk-mean()-x" -0.0881182379434251
13 "tbodygyrojerk-mean()-y" -0.0440836605146789
13 "tbodygyrojerk-mean()-z" -0.0582718748712538
13 "tbodygyrojerk-std()-x" -0.715772980189602
13 "tbodygyrojerk-std()-y" -0.718988591831804
13 "tbodygyrojerk-std()-z" -0.712716428498471
13 "tbodygyrojerkmag-mean()" -0.712745036012232
13 "tbodygyrojerkmag-std()" -0.712056186747706
13 "tbodygyromag-mean()" -0.581215403184709
13 "tbodygyromag-std()" -0.636364939544342
13 "tgravityacc-mean()-x" 0.709996516908257
13 "tgravityacc-mean()-y" -0.0420858101162079
13 "tgravityacc-mean()-z" 0.0443010536786239
13 "tgravityacc-std()-x" -0.967268063455658
13 "tgravityacc-std()-y" -0.953540716850153
13 "tgravityacc-std()-z" -0.938727880275229
13 "tgravityaccmag-mean()" -0.539871637249541
13 "tgravityaccmag-std()" -0.597230982062691
14 "fbodyacc-mean()-x" -0.619513271851703
14 "fbodyacc-mean()-y" -0.455237617000929
14 "fbodyacc-mean()-z" -0.440650672343653
14 "fbodyacc-std()-x" -0.609406374110062
14 "fbodyacc-std()-y" -0.376829989404644
14 "fbodyacc-std()-z" -0.275013722171486
14 "fbodyaccjerk-mean()-x" -0.654385009392879
14 "fbodyaccjerk-mean()-y" -0.598699531399381
14 "fbodyaccjerk-mean()-z" -0.618712162187307
14 "fbodyaccjerk-std()-x" -0.661460356953251
14 "fbodyaccjerk-std()-y" -0.60215894382322
14 "fbodyaccjerk-std()-z" -0.694424996467802
14 "fbodyaccmag-mean()" -0.490874179820433
14 "fbodyaccmag-std()" -0.548269930770588
14 "fbodybodyaccjerkmag-mean()" -0.596896308848452
14 "fbodybodyaccjerkmag-std()" -0.619215144539319
14 "fbodybodygyrojerkmag-mean()" -0.717590101802972
14 "fbodybodygyrojerkmag-std()" -0.760560087962848
14 "fbodybodygyromag-mean()" -0.543030528985449
14 "fbodybodygyromag-std()" -0.516930495917399
14 "fbodygyro-mean()-x" -0.699166400749226
14 "fbodygyro-mean()-y" -0.50463317018839
14 "fbodygyro-mean()-z" -0.42391821438452
14 "fbodygyro-std()-x" -0.740052209854489
14 "fbodygyro-std()-y" -0.348864187370186
14 "fbodygyro-std()-z" -0.407672097170898
14 "tbodyacc-mean()-x" 0.270184596009288
14 "tbodyacc-mean()-y" -0.0162548178510526
14 "tbodyacc-mean()-z" -0.100985935692074
14 "tbodyacc-std()-x" -0.611671118216099
14 "tbodyacc-std()-y" -0.374730765205077
14 "tbodyacc-std()-z" -0.29354271467452
14 "tbodyaccjerk-mean()-x" 0.0741757467665015
14 "tbodyaccjerk-mean()-y" 0.00443682723817957
14 "tbodyaccjerk-mean()-z" -0.00253044692473994
14 "tbodyaccjerk-std()-x" -0.641964198633003
14 "tbodyaccjerk-std()-y" -0.586459622773684
14 "tbodyaccjerk-std()-z" -0.656855586102105
14 "tbodyaccjerkmag-mean()" -0.608973420309907
14 "tbodyaccjerkmag-std()" -0.605144269857245
14 "tbodyaccmag-mean()" -0.453262620331889
14 "tbodyaccmag-std()" -0.474058613408978
14 "tbodygyro-mean()-x" 0.000253671358297214
14 "tbodygyro-mean()-y" -0.0954921154823529
14 "tbodygyro-mean()-z" 0.0606712446996904
14 "tbodygyro-std()-x" -0.728661379340557
14 "tbodygyro-std()-y" -0.398959362766099
14 "tbodygyro-std()-z" -0.364478192502167
14 "tbodygyrojerk-mean()-x" -0.107556127062003
14 "tbodygyrojerk-mean()-y" -0.0433200489340217
14 "tbodygyrojerk-mean()-z" -0.0450693836894427
14 "tbodygyrojerk-std()-x" -0.7862917325387
14 "tbodygyrojerk-std()-y" -0.6979155314613
14 "tbodygyrojerk-std()-z" -0.638299064788854
14 "tbodygyrojerkmag-mean()" -0.700520939854799
14 "tbodygyrojerkmag-std()" -0.727023009383901
14 "tbodygyromag-mean()" -0.416459776709257
14 "tbodygyromag-std()" -0.471486714606811
14 "tgravityacc-mean()-x" 0.672081224882353
14 "tgravityacc-mean()-y" -0.111701388781115
14 "tgravityacc-mean()-z" -0.161179728291022
14 "tgravityacc-std()-x" -0.941245714736842
14 "tgravityacc-std()-y" -0.942377305312693
14 "tgravityacc-std()-z" -0.915927846160991
14 "tgravityaccmag-mean()" -0.453262620331889
14 "tgravityaccmag-std()" -0.474058613408978
15 "fbodyacc-mean()-x" -0.583772317445122
15 "fbodyacc-mean()-y" -0.507735205778384
15 "fbodyacc-mean()-z" -0.741745724698171
15 "fbodyacc-std()-x" -0.547150855443902
15 "fbodyacc-std()-y" -0.501568435233384
15 "fbodyacc-std()-z" -0.711431340356707
15 "fbodyaccjerk-mean()-x" -0.643469519361585
15 "fbodyaccjerk-mean()-y" -0.609408057377744
15 "fbodyaccjerk-mean()-z" -0.805543465588415
15 "fbodyaccjerk-std()-x" -0.637655155092835
15 "fbodyaccjerk-std()-y" -0.605854882622652
15 "fbodyaccjerk-std()-z" -0.845111060762195
15 "fbodyaccmag-mean()" -0.562948391223628
15 "fbodyaccmag-std()" -0.623655618198171
15 "fbodybodyaccjerkmag-mean()" -0.614817605125915
15 "fbodybodyaccjerkmag-std()" -0.643101167069512
15 "fbodybodygyrojerkmag-mean()" -0.83680189402439
15 "fbodybodygyrojerkmag-std()" -0.849634463841463
15 "fbodybodygyromag-mean()" -0.732394493841463
15 "fbodybodygyromag-std()" -0.695346839682927
15 "fbodygyro-mean()-x" -0.664354428856402
15 "fbodygyro-mean()-y" -0.760711411006098
15 "fbodygyro-mean()-z" -0.711194539920732
15 "fbodygyro-std()-x" -0.709336168176829
15 "fbodygyro-std()-y" -0.684504735744512
15 "fbodygyro-std()-z" -0.751696527195122
15 "tbodyacc-mean()-x" 0.27821340725
15 "tbodyacc-mean()-y" -0.016464484771311
15 "tbodyacc-mean()-z" -0.112563587594512
15 "tbodyacc-std()-x" -0.556541173089329
15 "tbodyacc-std()-y" -0.481679537956006
15 "tbodyacc-std()-z" -0.705706623868902
15 "tbodyaccjerk-mean()-x" 0.0776897411304878
15 "tbodyaccjerk-mean()-y" 0.00489392052706402
15 "tbodyaccjerk-mean()-z" -0.00440993190077744
15 "tbodyaccjerk-std()-x" -0.624055782158537
15 "tbodyaccjerk-std()-y" -0.594312678045091
15 "tbodyaccjerk-std()-z" -0.825820881576219
15 "tbodyaccjerkmag-mean()" -0.654799694757531
15 "tbodyaccjerkmag-std()" -0.625660376546646
15 "tbodyaccmag-mean()" -0.527285352000488
15 "tbodyaccmag-std()" -0.557147874176037
15 "tbodygyro-mean()-x" -0.0281278780610671
15 "tbodygyro-mean()-y" -0.075878845519878
15 "tbodygyro-mean()-z" 0.0906658516
15 "tbodygyro-std()-x" -0.696859473045732
15 "tbodygyro-std()-y" -0.708779069191463
15 "tbodygyro-std()-z" -0.721826987530488
15 "tbodygyrojerk-mean()-x" -0.0960910108539634
15 "tbodygyrojerk-mean()-y" -0.0441270690182012
15 "tbodygyrojerk-mean()-z" -0.0555645456881098
15 "tbodygyrojerk-std()-x" -0.731382711036585
15 "tbodygyrojerk-std()-y" -0.853956592073171
15 "tbodygyrojerk-std()-z" -0.795626198384146
15 "tbodygyrojerkmag-mean()" -0.805282669512195
15 "tbodygyrojerkmag-std()" -0.837120078079268
15 "tbodygyromag-mean()" -0.617721779796037
15 "tbodygyromag-std()" -0.675336960047866
15 "tgravityacc-mean()-x" 0.688872511512195
15 "tgravityacc-mean()-y" 0.102660491875
15 "tgravityacc-mean()-z" 0.0372897701757012
15 "tgravityacc-std()-x" -0.968733398628049
15 "tgravityacc-std()-y" -0.956369493993902
15 "tgravityacc-std()-z" -0.947240058048781
15 "tgravityaccmag-mean()" -0.527285352000488
15 "tgravityaccmag-std()" -0.557147874176037
16 "fbodyacc-mean()-x" -0.700885147341803
16 "fbodyacc-mean()-y" -0.671572147098798
16 "fbodyacc-mean()-z" -0.660989948160437
16 "fbodyacc-std()-x" -0.656969045058415
16 "fbodyacc-std()-y" -0.661844530506831
16 "fbodyacc-std()-z" -0.605646725307104
16 "fbodyaccjerk-mean()-x" -0.744662041612022
16 "fbodyaccjerk-mean()-y" -0.748627001551913
16 "fbodyaccjerk-mean()-z" -0.752302172079235
16 "fbodyaccjerk-std()-x" -0.73477673661306
16 "fbodyaccjerk-std()-y" -0.738434398105465
16 "fbodyaccjerk-std()-z" -0.782089515344262
16 "fbodyaccmag-mean()" -0.666962508246721
16 "fbodyaccmag-std()" -0.712680990765301
16 "fbodybodyaccjerkmag-mean()" -0.713167613706148
16 "fbodybodyaccjerkmag-std()" -0.729869398769672
16 "fbodybodygyrojerkmag-mean()" -0.87277228273224
16 "fbodybodygyrojerkmag-std()" -0.886533212213115
16 "fbodybodygyromag-mean()" -0.81712881920765
16 "fbodybodygyromag-std()" -0.802078223409836
16 "fbodygyro-mean()-x" -0.789780147036612
16 "fbodygyro-mean()-y" -0.815962130027322
16 "fbodygyro-mean()-z" -0.756286641721311
16 "fbodygyro-std()-x" -0.804991831502732
16 "fbodygyro-std()-y" -0.809421448142077
16 "fbodygyro-std()-z" -0.756993640724044
16 "tbodyacc-mean()-x" 0.277887440374317
16 "tbodyacc-mean()-y" -0.0158567888309016
16 "tbodyacc-mean()-z" -0.107263924445355
16 "tbodyacc-std()-x" -0.668161498298634
16 "tbodyacc-std()-y" -0.649947067892896
16 "tbodyacc-std()-z" -0.603819902386066
16 "tbodyaccjerk-mean()-x" 0.0775488885374317
16 "tbodyaccjerk-mean()-y" 0.00884018328270219
16 "tbodyaccjerk-mean()-z" -0.00143730005564208
16 "tbodyaccjerk-std()-x" -0.72786174352459
16 "tbodyaccjerk-std()-y" -0.735080198043716
16 "tbodyaccjerk-std()-z" -0.767873049380055
16 "tbodyaccjerkmag-mean()" -0.725246870486339
16 "tbodyaccjerkmag-std()" -0.719647028238525
16 "tbodyaccmag-mean()" -0.616131116889044
16 "tbodyaccmag-std()" -0.661719690491803
16 "tbodygyro-mean()-x" -0.0122341446725137
16 "tbodygyro-mean()-y" -0.0724444803980874
16 "tbodygyro-mean()-z" 0.0730144651530055
16 "tbodygyro-std()-x" -0.799534450491803
16 "tbodygyro-std()-y" -0.810124133715847
16 "tbodygyro-std()-z" -0.737629967961749
16 "tbodygyrojerk-mean()-x" -0.107361614801257
16 "tbodygyrojerk-mean()-y" -0.0416615668939617
16 "tbodygyrojerk-mean()-z" -0.0539470410873497
16 "tbodygyrojerk-std()-x" -0.858298719153005
16 "tbodygyrojerk-std()-y" -0.86957312057377
16 "tbodygyrojerk-std()-z" -0.837039926065574
16 "tbodygyrojerkmag-mean()" -0.860446372459016
16 "tbodygyrojerkmag-std()" -0.87480016568306
16 "tbodygyromag-mean()" -0.718168775628415
16 "tbodygyromag-std()" -0.78482286579235
16 "tgravityacc-mean()-x" 0.700906130308743
16 "tgravityacc-mean()-y" -0.0605235993797814
16 "tgravityacc-mean()-z" 0.0402075536234973
16 "tgravityacc-std()-x" -0.971156432131148
16 "tgravityacc-std()-y" -0.964727519945355
16 "tgravityacc-std()-z" -0.945294028639344
16 "tgravityaccmag-mean()" -0.616131116889044
16 "tgravityaccmag-std()" -0.661719690491803
17 "fbodyacc-mean()-x" -0.651780423718288
17 "fbodyacc-mean()-y" -0.601741376260245
17 "fbodyacc-mean()-z" -0.718947424896739
17 "fbodyacc-std()-x" -0.59351017342337
17 "fbodyacc-std()-y" -0.576930056063587
17 "fbodyacc-std()-z" -0.656622932009511
17 "fbodyaccjerk-mean()-x" -0.716681622653533
17 "fbodyaccjerk-mean()-y" -0.694754837788043
17 "fbodyaccjerk-mean()-z" -0.802528785896739
17 "fbodyaccjerk-std()-x" -0.67654494089212
17 "fbodyaccjerk-std()-y" -0.663158393238587
17 "fbodyaccjerk-std()-z" -0.822801747581522
17 "fbodyaccmag-mean()" -0.646189154826902
17 "fbodyaccmag-std()" -0.687536943227717
17 "fbodybodyaccjerkmag-mean()" -0.697575558993207
17 "fbodybodyaccjerkmag-std()" -0.692595778979891
17 "fbodybodygyrojerkmag-mean()" -0.829124468315217
17 "fbodybodygyrojerkmag-std()" -0.833701023152174
17 "fbodybodygyromag-mean()" -0.769498551467391
